gid,code_ligne,variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,geom
160,020b,1,19,1024,WTC,WTC,WTC,WTC,149057.000000,172310.000000,B,20,GARE DU NORD,0101000000000000000832024100000000B0080541
161,020b,1,20,1083,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149306.000000,172222.000000,B,20,GARE DU NORD,010100000000000000D039024100000000F0050541
162,020b,1,21,1900,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149403.000000,172188.000000,B,20,GARE DU NORD,010100000000000000D83C024100000000E0040541
163,020b,2,1,1900,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149403.000000,172188.000000,B,20,HUNDERENVELD,010100000000000000D83C024100000000E0040541
164,020b,2,2,1030,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149295.000000,172271.000000,B,20,HUNDERENVELD,010100000000000000783902410000000078070541
165,020b,2,3,1052,WTC,WTC,WTC,WTC,149071.000000,172349.000000,B,20,HUNDERENVELD,0101000000000000007832024100000000E8090541
166,020b,2,4,1051,WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148964.000000,172548.000000,B,20,HUNDERENVELD,010100000000000000202F02410000000020100541
167,020b,2,5,1348,TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148696.700000,172731.900000,B,20,HUNDERENVELD,01010000009A999999C526024133333333DF150541
168,020b,2,6,1350,AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148590.000000,172515.000000,B,20,HUNDERENVELD,0101000000000000007023024100000000180F0541
169,020b,2,7,4213,RIBAUCOURT,RIBAUCOURT,Ribaucourt,Ribaucourt,148061.000000,172166.000000,B,20,HUNDERENVELD,010100000000000000E81202410000000030040541
170,020b,2,8,4214,MERCHTEM,MERCHTEM,Merchtem,Merchtem,147749.000000,172003.000000,B,20,HUNDERENVELD,010100000000000000280902410000000018FF0441
171,020b,2,9,1793,ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147387.600000,171859.800000,B,20,HUNDERENVELD,0101000000CDCCCCCCDCFD0141666666669EFA0441
172,020b,2,10,2082,OSSEGHEM,OSSEGEM,Osseghem,Ossegem,146943.300000,171847.300000,B,20,HUNDERENVELD,010100000066666666FAEF0141666666663AFA0441
173,020b,2,11,2072,KARREVELD,KARREVELD,Karreveld,Karreveld,146461.900000,172002.800000,B,20,HUNDERENVELD,010100000033333333EFE001416666666616FF0441
174,020b,2,12,1197,BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146297.000000,172331.000000,B,20,HUNDERENVELD,010100000000000000C8DB01410000000058090541
175,020b,2,13,1198,BENES,BENES,Bénès,Bénès,146021.000000,172658.000000,B,20,HUNDERENVELD,01010000000000000028D301410000000090130541
176,020b,2,14,1120,WINTEROY,WINTEROY,Winteroy,Winteroy,145612.400000,172681.500000,B,20,HUNDERENVELD,01010000003333333363C60141000000004C140541
177,020b,2,15,4066,GENOT,GENOT,Genot,Genot,145136.300000,172493.700000,B,20,HUNDERENVELD,01010000006666666682B701419A9999996D0E0541
178,020b,2,16,1307,SCHWEITZER,SCHWEITZER,Schweitzer,Schweitzer,144930.000000,172668.000000,B,20,HUNDERENVELD,01010000000000000010B1014100000000E0130541
179,020b,2,17,1190,COMHAIRE,COMHAIRE,Comhaire,Comhaire,144898.000000,172283.000000,B,20,HUNDERENVELD,01010000000000000010B0014100000000D8070541
180,020b,2,18,1209,PLACE DE L'EGLISE,KERKPLEIN,Place de l'Église,Kerkplein,144568.000000,172379.000000,B,20,HUNDERENVELD,010100000000000000C0A5014100000000D80A0541
181,020b,2,19,4661B,BROEK,BROEK,Broek,Broek,144237.000000,172553.000000,B,20,HUNDERENVELD,010100000000000000689B01410000000048100541
182,020b,2,20,1193,SEPT ETOILES,ZEVEN STERREN,Sept Étoiles,Zeven Sterren,144091.000000,172767.000000,B,20,HUNDERENVELD,010100000000000000D896014100000000F8160541
183,020b,2,21,1194,HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143843.000000,172956.000000,B,20,HUNDERENVELD,010100000000000000188F014100000000E01C0541
184,021b,1,1,3201,MAES,MAES,Maes,Maes,154282.000000,175125.000000,B,21,LUXEMBOURG,01010000000000000050D5024100000000A8600541
185,021b,1,2,3199,AERODROME,VLIEGVELD,Aérodrome,Vliegveld,153969.000000,175334.000000,B,21,LUXEMBOURG,01010000000000000088CB02410000000030670541
186,021b,1,3,3203,MIDDELWEG,MIDDELWEG,Middelweg,Middelweg,153604.000000,174800.000000,B,21,LUXEMBOURG,01010000000000000020C002410000000080560541
187,021b,1,4,3204,SABCA,SABCA,SABCA,SABCA,153405.000000,174623.000000,B,21,LUXEMBOURG,010100000000000000E8B9024100000000F8500541
188,021b,1,5,3214,BORDET STATION,BORDET STATION,Bordet Station,Bordet Station,152925.600000,174203.600000,B,21,LUXEMBOURG,0101000000CDCCCCCCECAA0241CDCCCCCCDC430541
189,021b,1,6,2924,OUD KAPELLEKE,OUD KAPELLEKE,Oud Kapelleke,Oud Kapelleke,152411.000000,173754.000000,B,21,LUXEMBOURG,010100000000000000D89A024100000000D0350541
190,021b,1,7,3361,HOEDEMAEKERS,HOEDEMAEKERS,Hoedemaekers,Hoedemaekers,152472.000000,173489.000000,B,21,LUXEMBOURG,010100000000000000C09C024100000000882D0541
191,021b,1,8,3425,PERMEKE,PERMEKE,Permeke,Permeke,152651.000000,173359.000000,B,21,LUXEMBOURG,01010000000000000058A202410000000078290541
192,021b,1,9,3458,LOISIRS,VRIJETIJD,Loisirs,Vrijetijd,152641.000000,173062.000000,B,21,LUXEMBOURG,01010000000000000008A202410000000030200541
193,021b,1,10,3466,EVERE SHOPPING,EVERE SHOPPING,Evere Shopping,Evere Shopping,152477.000000,172891.000000,B,21,LUXEMBOURG,010100000000000000E89C024100000000D81A0541
194,021b,1,11,2695,GENEVE,GENEVE,Genève,Genève,152428.000000,172606.000000,B,21,LUXEMBOURG,010100000000000000609B024100000000F0110541
195,021b,1,12,3468,PAUL LEDUC,PAUL LEDUC,Paul Leduc,Paul Leduc,152459.000000,172251.000000,B,21,LUXEMBOURG,010100000000000000589C024100000000D8060541
196,021b,1,13,4500,RTL HOUSE,RTL HOUSE,RTL House,RTL House,152781.000000,171834.000000,B,21,LUXEMBOURG,01010000000000000068A6024100000000D0F90441
197,021b,1,14,4505,MOMMAERTS,MOMMAERTS,Mommaerts,Mommaerts,153116.000000,171834.000000,B,21,LUXEMBOURG,010100000000000000E0B0024100000000D0F90441
198,021b,1,15,3904,CARENE,CARINA,Carène,Carina,153224.000000,171570.000000,B,21,LUXEMBOURG,01010000000000000040B402410000000090F10441
199,021b,1,16,3905,COLONEL BOURG,KOLONEL BOURG,Colonel Bourg,Kolonel Bourg,152874.000000,171351.000000,B,21,LUXEMBOURG,01010000000000000050A9024100000000B8EA0441
200,021b,1,17,3911,DIVIN SAUVEUR,GODD. ZALIGMAKER,Divin Sauveur,Goddelijke Zaligmaker,152793.000000,171104.500000,B,21,LUXEMBOURG,010100000000000000C8A602410000000004E30441
201,021b,1,18,6454,DIAMANT,DIAMANT,Diamant,Diamant,152309.000000,170982.000000,B,21,LUXEMBOURG,010100000000000000A89702410000000030DF0441
202,021b,1,19,1563,OPALE,OPAAL,Opale,Opaal,152105.000000,171088.000000,B,21,LUXEMBOURG,010100000000000000489102410000000080E20441
203,021b,1,20,3216,PLASKY,PLASKY,Plasky,Plasky,151916.000000,171194.000000,B,21,LUXEMBOURG,010100000000000000608B024100000000D0E50441
204,021b,1,21,3707,JAMBLINNE DE MEUX,JAMBLINNE DE MEUX,de Jamblinne de Meux,de Jamblinne de Meux,151851.000000,170871.000000,B,21,LUXEMBOURG,0101000000000000005889024100000000B8DB0441
205,021b,1,22,1463,GUEUX,GEUZEN,Gueux,Geuzen,151560.000000,170733.000000,B,21,LUXEMBOURG,010100000000000000408002410000000068D70441
206,021b,1,23,1464,MICHEL-ANGE,MICHELANGELO,Michel-Ange,Michelangelo,151254.000000,170542.000000,B,21,LUXEMBOURG,010100000000000000B07602410000000070D10441
207,021b,1,24,1270B,SCHUMAN,SCHUMAN,Schuman,Schuman,151061.100000,170304.700000,B,21,LUXEMBOURG,0101000000CDCCCCCCA87002419A99999905CA0441
208,021b,1,25,1476,FROISSART,FROISSART,Froissart,Froissart,150925.000000,170010.000000,B,21,LUXEMBOURG,010100000000000000686C024100000000D0C00441
209,021b,1,26,1497B,TOULOUSE,TOULOUSE,Toulouse,Toulouse,150509.200000,170303.400000,B,21,LUXEMBOURG,01010000009A999999695F024133333333FBC90441
210,021b,1,27,1160,TREVES,TRIER,Trêves,Trier,150420.000000,170174.000000,B,21,LUXEMBOURG,010100000000000000A05C024100000000F0C50441
211,021b,1,28,1162C,LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150326.000000,169891.000000,B,21,LUXEMBOURG,010100000000000000B05902410000000018BD0441
212,021b,2,1,1262B,LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150364.000000,169982.000000,B,21,MAES,010100000000000000E05A024100000000F0BF0441
213,021b,2,2,1132,TREVES,TRIER,Trêves,Trier,150392.000000,170066.000000,B,21,MAES,010100000000000000C05B02410000000090C20441
214,021b,2,3,1133,PARC LEOPOLD,LEOPOLDSPARK,Parc Léopold,Leopoldspark,150698.000000,169992.000000,B,21,MAES,010100000000000000506502410000000040C00441
215,021b,2,4,1416,FROISSART,FROISSART,Froissart,Froissart,150978.000000,169975.000000,B,21,MAES,010100000000000000106E024100000000B8BF0441
216,021b,2,5,2083,SCHUMAN,SCHUMAN,Schuman,Schuman,151068.600000,170363.700000,B,21,MAES,0101000000CDCCCCCCE47002419A999999DDCB0441
217,021b,2,6,1402B,MICHEL-ANGE,MICHELANGELO,Michel-Ange,Michelangelo,151257.100000,170533.500000,B,21,MAES,0101000000CDCCCCCCC8760241000000002CD10441
218,021b,2,7,1419,GUEUX,GEUZEN,Gueux,Geuzen,151592.000000,170746.000000,B,21,MAES,0101000000000000004081024100000000D0D70441
219,021b,2,8,1403,JAMBLINNE DE MEUX,JAMBLINNE DE MEUX,de Jamblinne de Meux,de Jamblinne de Meux,151759.000000,170760.000000,B,21,MAES,010100000000000000788602410000000040D80441
220,021b,2,9,3251,PLASKY,PLASKY,Plasky,Plasky,151929.000000,171055.000000,B,21,MAES,010100000000000000C88B02410000000078E10441
221,021b,2,10,1516,OPALE,OPAAL,Opale,Opaal,152108.000000,171076.000000,B,21,MAES,010100000000000000609102410000000020E20441
222,021b,2,11,6451,DIAMANT,DIAMANT,Diamant,Diamant,152314.000000,170969.000000,B,21,MAES,010100000000000000D097024100000000C8DE0441
223,021b,2,12,6448,DIAMANT,DIAMANT,Diamant,Diamant,152362.800000,171007.700000,B,21,MAES,010100000066666666569902419A999999FDDF0441
224,021b,2,13,3956,COLONEL BOURG,KOLONEL BOURG,Colonel Bourg,Kolonel Bourg,152869.000000,171334.000000,B,21,MAES,01010000000000000028A902410000000030EA0441
225,021b,2,14,3957,CARENE,CARINA,Carène,Carina,153271.000000,171591.000000,B,21,MAES,010100000000000000B8B502410000000038F20441
226,021b,2,15,3961,MOMMAERTS,MOMMAERTS,Mommaerts,Mommaerts,153094.000000,171833.000000,B,21,MAES,01010000000000000030B0024100000000C8F90441
227,021b,2,16,4558,RTL HOUSE,RTL HOUSE,RTL House,RTL House,152772.000000,171876.000000,B,21,MAES,01010000000000000020A602410000000020FB0441
228,021b,2,17,4555,PAUL LEDUC,PAUL LEDUC,Paul Leduc,Paul Leduc,152475.000000,172262.000000,B,21,MAES,010100000000000000D89C02410000000030070541
229,021b,2,18,4556,GENEVE,GENEVE,Genève,Genève,152431.000000,172646.000000,B,21,MAES,010100000000000000789B02410000000030130541
230,021b,2,19,3450,EVERE SHOPPING,EVERE SHOPPING,Evere Shopping,Evere Shopping,152534.000000,172935.000000,B,21,MAES,010100000000000000B09E024100000000381C0541
231,021b,2,20,3404,LOISIRS,VRIJETIJD,Loisirs,Vrijetijd,152652.000000,173062.000000,B,21,MAES,01010000000000000060A202410000000030200541
232,021b,2,21,3424,PERMEKE,PERMEKE,Permeke,Permeke,152705.000000,173392.000000,B,21,MAES,01010000000000000008A4024100000000802A0541
233,021b,2,22,3306,HOEDEMAEKERS,HOEDEMAEKERS,Hoedemaekers,Hoedemaekers,152469.000000,173510.000000,B,21,MAES,010100000000000000A89C024100000000302E0541
234,021b,2,23,3420,OUD KAPELLEKE,OUD KAPELLEKE,Oud Kapelleke,Oud Kapelleke,152473.000000,173775.000000,B,21,MAES,010100000000000000C89C02410000000078360541
235,021b,2,24,1893,BORDET STATION,BORDET STATION,Bordet Station,Bordet Station,152857.100000,174139.600000,B,21,MAES,0101000000CDCCCCCCC8A80241CDCCCCCCDC410541
236,021b,2,25,3279,SABCA,SABCA,SABCA,SABCA,153390.000000,174596.000000,B,21,MAES,01010000000000000070B902410000000020500541
237,021b,2,26,3280,MIDDELWEG,MIDDELWEG,Middelweg,Middelweg,153690.500000,174866.700000,B,21,MAES,010100000000000000D4C202419A99999995580541
238,021b,2,27,3201,MAES,MAES,Maes,Maes,154282.000000,175125.000000,B,21,MAES,01010000000000000050D5024100000000A8600541
239,027b,1,1,1262B,LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150364.000000,169982.000000,B,27,PLEIADES,010100000000000000E05A024100000000F0BF0441
240,027b,1,2,1132,TREVES,TRIER,Trêves,Trier,150392.000000,170066.000000,B,27,PLEIADES,010100000000000000C05B02410000000090C20441
241,027b,1,3,1133,PARC LEOPOLD,LEOPOLDSPARK,Parc Léopold,Leopoldspark,150698.000000,169992.000000,B,27,PLEIADES,010100000000000000506502410000000040C00441
242,027b,1,4,1134,NERVIENS,NERVIERS,Nerviens,Nerviërs,151259.600000,169875.200000,B,27,PLEIADES,0101000000CDCCCCCCDC7602419A99999999BC0441
243,027b,1,5,1135,GAULOIS,GALLIERS,Gaulois,Galliërs,151694.000000,169739.000000,B,27,PLEIADES,010100000000000000708402410000000058B80441
244,027b,1,6,1136,MERODE,MERODE,Merode,Merode,152097.000000,169867.000000,B,27,PLEIADES,010100000000000000089102410000000058BC0441
245,027b,1,7,2283,MONTGOMERY,MONTGOMERY,Montgomery,Montgomery,152773.000000,169621.000000,B,27,PLEIADES,01010000000000000028A6024100000000A8B40441
246,027b,1,8,1113,ICHEC,ICHEC,ICHEC,ICHEC,152784.000000,169822.000000,B,27,PLEIADES,01010000000000000080A6024100000000F0BA0441
247,027b,1,9,1139,GEORGES HENRI,GEORGES HENRI,Georges Henri,Georges Henri,152674.000000,170194.000000,B,27,PLEIADES,01010000000000000010A302410000000090C60441
248,027b,1,10,1140,DEGROOFF,DEGROOFF,Degrooff,Degrooff,153043.000000,170360.000000,B,27,PLEIADES,01010000000000000098AE024100000000C0CB0441
249,027b,1,11,1141,MEUDON,MEUDON,Meudon,Meudon,153418.000000,170518.000000,B,27,PLEIADES,01010000000000000050BA024100000000B0D00441
250,027b,1,12,1138,ZEPHYR,WESTENWIND,Zéphyr,Westenwind,153672.000000,170711.000000,B,27,PLEIADES,01010000000000000040C2024100000000B8D60441
251,027b,1,13,1522,VERHEYLEWEGHEN,VERHEYLEWEGHEN,Verheyleweghen,Verheyleweghen,153971.000000,170860.000000,B,27,PLEIADES,01010000000000000098CB02410000000060DB0441
252,027b,1,14,3899,MOONENS,MOONENS,Moonens,Moonens,154232.000000,170893.000000,B,27,PLEIADES,010100000000000000C0D302410000000068DC0441
253,027b,1,15,3900,SAINTE-FAMILLE,HEILIGE FAMILIE,Sainte-Famille,Heilige Familie,154170.000000,171107.000000,B,27,PLEIADES,010100000000000000D0D102410000000018E30441
254,027b,1,16,2430,ANDROMEDE,ANDROMEDA,Andromède,Andromeda,153932.400000,171408.300000,B,27,PLEIADES,01010000003333333363CA02416666666682EC0441
255,027b,1,17,3920,ANDROMEDE,ANDROMEDA,Andromède,Andromeda,153969.000000,171591.000000,B,27,PLEIADES,01010000000000000088CB02410000000038F20441
256,027b,1,18,3902,CAPRICORNE,STEENBOK,Capricorne,Steenbok,153671.000000,171642.000000,B,27,PLEIADES,01010000000000000038C2024100000000D0F30441
257,027b,1,19,3903,PLEIADES,PLEJADEN,Pléiades,Plejaden,153486.200000,171514.600000,B,27,PLEIADES,01010000009A99999971BC0241CDCCCCCCD4EF0441
258,027b,1,20,2429,PLEIADES,PLEJADEN,Pléiades,Plejaden,153419.100000,171495.100000,B,27,PLEIADES,0101000000CDCCCCCC58BA0241CDCCCCCC38EF0441
259,027b,2,1,2429,PLEIADES,PLEJADEN,Pléiades,Plejaden,153419.100000,171495.100000,B,27,LUXEMBOURG,0101000000CDCCCCCC58BA0241CDCCCCCC38EF0441
260,027b,2,2,3958,PLEIADES,PLEJADEN,Pléiades,Plejaden,153478.000000,171505.000000,B,27,LUXEMBOURG,01010000000000000030BC02410000000088EF0441
261,027b,2,3,3959,CAPRICORNE,STEENBOK,Capricorne,Steenbok,153681.000000,171645.000000,B,27,LUXEMBOURG,01010000000000000088C2024100000000E8F30441
262,027b,2,4,3962,ANDROMEDE,ANDROMEDA,Andromède,Andromeda,153978.300000,171564.000000,B,27,LUXEMBOURG,010100000066666666D2CB02410000000060F10441
263,027b,2,5,2431,ANDROMEDE,ANDROMEDA,Andromède,Andromeda,153932.400000,171408.300000,B,27,LUXEMBOURG,01010000003333333363CA02416666666682EC0441
264,027b,2,6,3909,SAINTE-FAMILLE,HEILIGE FAMILIE,Sainte-Famille,Heilige Familie,154169.000000,171086.000000,B,27,LUXEMBOURG,010100000000000000C8D102410000000070E20441
265,027b,2,7,3910,MOONENS,MOONENS,Moonens,Moonens,154216.000000,170896.000000,B,27,LUXEMBOURG,01010000000000000040D302410000000080DC0441
266,027b,2,8,3919,VERHEYLEWEGHEN,VERHEYLEWEGHEN,Verheyleweghen,Verheyleweghen,153941.000000,170860.000000,B,27,LUXEMBOURG,010100000000000000A8CA02410000000060DB0441
267,027b,2,9,1150,ZEPHYR,WESTENWIND,Zéphyr,Westenwind,153717.000000,170749.000000,B,27,LUXEMBOURG,010100000000000000A8C3024100000000E8D70441
268,027b,2,10,1152,MEUDON,MEUDON,Meudon,Meudon,153382.000000,170500.000000,B,27,LUXEMBOURG,01010000000000000030B902410000000020D00441
269,027b,2,11,1153,DEGROOFF,DEGROOFF,Degrooff,Degrooff,153011.000000,170357.000000,B,27,LUXEMBOURG,01010000000000000098AD024100000000A8CB0441
270,027b,2,12,1154,GEORGES HENRI,GEORGES HENRI,Georges Henri,Georges Henri,152649.000000,170149.000000,B,27,LUXEMBOURG,01010000000000000048A202410000000028C50441
271,027b,2,13,2287,MONTGOMERY,MONTGOMERY,Montgomery,Montgomery,152625.200000,169733.300000,B,27,LUXEMBOURG,01010000009A99999989A10241666666662AB80441
272,027b,2,14,1156,MERODE,MERODE,Merode,Merode,152076.000000,169911.000000,B,27,LUXEMBOURG,0101000000000000006090024100000000B8BD0441
273,027b,2,15,1157,GAULOIS,GALLIERS,Gaulois,Galliërs,151677.000000,169756.000000,B,27,LUXEMBOURG,010100000000000000E883024100000000E0B80441
274,027b,2,16,1158,NERVIENS,NERVIERS,Nerviens,Nerviërs,151218.000000,169907.000000,B,27,LUXEMBOURG,010100000000000000907502410000000098BD0441
275,027b,2,17,1476,FROISSART,FROISSART,Froissart,Froissart,150925.000000,170010.000000,B,27,LUXEMBOURG,010100000000000000686C024100000000D0C00441
276,027b,2,18,1497B,TOULOUSE,TOULOUSE,Toulouse,Toulouse,150509.200000,170303.400000,B,27,LUXEMBOURG,01010000009A999999695F024133333333FBC90441
277,027b,2,19,1160,TREVES,TRIER,Trêves,Trier,150420.000000,170174.000000,B,27,LUXEMBOURG,010100000000000000A05C024100000000F0C50441
278,027b,2,20,1162C,LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150326.000000,169891.000000,B,27,LUXEMBOURG,010100000000000000B05902410000000018BD0441
279,028b,1,1,2919,BRABANCONNE,BRABANCONNE,Brabançonne,Brabançonne,151293.800000,171250.100000,B,28,KONKEL,010100000066666666EE770241CDCCCCCC90E70441
280,028b,1,2,6021,CHASSEURS ARDEN.,ARDENSE JAGERS,Chasseurs Ardennais,Ardense Jagers,151458.000000,170984.000000,B,28,KONKEL,010100000000000000107D02410000000040DF0441
281,028b,1,3,1403,JAMBLINNE DE MEUX,JAMBLINNE DE MEUX,de Jamblinne de Meux,de Jamblinne de Meux,151759.000000,170760.000000,B,28,KONKEL,010100000000000000788602410000000040D80441
282,028b,1,4,1404,VICTOR HUGO,VICTOR HUGO,Victor Hugo,Victor Hugo,152018.000000,170812.000000,B,28,KONKEL,010100000000000000908E024100000000E0D90441
283,028b,1,5,6449,DIAMANT,DIAMANT,Diamant,Diamant,152324.000000,170924.000000,B,28,KONKEL,010100000000000000209802410000000060DD0441
284,028b,1,6,1406,VERGOTE,VERGOTE,Vergote,Vergote,152482.000000,170595.000000,B,28,KONKEL,010100000000000000109D02410000000018D30441
285,028b,1,7,1424,GEORGES HENRI,GEORGES HENRI,Georges Henri,Georges Henri,152656.000000,170208.000000,B,28,KONKEL,01010000000000000080A202410000000000C70441
286,028b,1,8,1140,DEGROOFF,DEGROOFF,Degrooff,Degrooff,153043.000000,170360.000000,B,28,KONKEL,01010000000000000098AE024100000000C0CB0441
287,028b,1,9,1141,MEUDON,MEUDON,Meudon,Meudon,153418.000000,170518.000000,B,28,KONKEL,01010000000000000050BA024100000000B0D00441
288,028b,1,10,1408,MONTALD,MONTALD,Montald,Montald,153700.000000,170399.000000,B,28,KONKEL,01010000000000000020C3024100000000F8CC0441
289,028b,1,11,6476,TOMBERG,TOMBERG,Tomberg,Tomberg,153948.000000,170270.000000,B,28,KONKEL,010100000000000000E0CA024100000000F0C80441
290,028b,1,12,1410,MELARD,MELARD,Melard,Melard,154201.000000,170180.000000,B,28,KONKEL,010100000000000000C8D202410000000020C60441
291,028b,1,13,1421,SLEGERS,SLEGERS,Slegers,Slegers,154482.000000,170116.000000,B,28,KONKEL,01010000000000000090DB02410000000020C40441
292,028b,1,14,1412,VOOT,VOOT,Voot,Voot,154663.000000,170067.000000,B,28,KONKEL,01010000000000000038E102410000000098C20441
293,028b,1,15,1422,DEPORTES,WEGGEVOERDEN,Déportés,Weggevoerden,154869.000000,169934.000000,B,28,KONKEL,010100000000000000A8E702410000000070BE0441
294,028b,1,16,1423,PARC MALOU,MALOUPARK,Parc Malou,Maloupark,155039.000000,169990.000000,B,28,KONKEL,010100000000000000F8EC02410000000030C00441
295,028b,1,17,1415,STADE FALLON,FALLON STADION,Stade Fallon,Fallon Stadion,155251.000000,170087.000000,B,28,KONKEL,01010000000000000098F302410000000038C30441
296,028b,1,18,1831,DON BOSCO,DON BOSCO,Don Bosco,Don Bosco,155647.000000,170113.000000,B,28,KONKEL,010100000000000000F8FF02410000000008C40441
297,028b,1,19,1830,KONKEL,KONKEL,Konkel,Konkel,155785.000000,170189.000000,B,28,KONKEL,010100000000000000480403410000000068C60441
298,028b,2,1,1830,KONKEL,KONKEL,Konkel,Konkel,155785.000000,170189.000000,B,28,BRABANCONNE,010100000000000000480403410000000068C60441
299,028b,2,2,1832,DON BOSCO,DON BOSCO,Don Bosco,Don Bosco,155664.000000,170128.000000,B,28,BRABANCONNE,010100000000000000800003410000000080C40441
300,028b,2,3,1833B,STADE FALLON,FALLON STADION,Stade Fallon,Fallon Stadion,155278.000000,170104.000000,B,28,BRABANCONNE,01010000000000000070F4024100000000C0C30441
301,028b,2,4,1451,PARC MALOU,MALOUPARK,Parc Malou,Maloupark,154997.000000,170019.000000,B,28,BRABANCONNE,010100000000000000A8EB02410000000018C10441
302,028b,2,5,1450,DEPORTES,WEGGEVOERDEN,Déportés,Weggevoerden,154790.000000,169940.000000,B,28,BRABANCONNE,01010000000000000030E5024100000000A0BE0441
303,028b,2,6,1454,VOOT,VOOT,Voot,Voot,154617.000000,170110.000000,B,28,BRABANCONNE,010100000000000000C8DF024100000000F0C30441
304,028b,2,7,1449,SLEGERS,SLEGERS,Slegers,Slegers,154462.000000,170122.000000,B,28,BRABANCONNE,010100000000000000F0DA02410000000050C40441
305,028b,2,8,1456,MELARD,MELARD,Melard,Melard,154129.000000,170217.000000,B,28,BRABANCONNE,01010000000000000088D002410000000048C70441
306,028b,2,9,6477,TOMBERG,TOMBERG,Tomberg,Tomberg,153964.000000,170282.000000,B,28,BRABANCONNE,01010000000000000060CB02410000000050C90441
307,028b,2,10,1458,MONTALD,MONTALD,Montald,Montald,153694.000000,170411.000000,B,28,BRABANCONNE,010100000000000000F0C202410000000058CD0441
